Donor,CAR,EffectorTargetRatio,MFI_FSC-A,MFI_SSC-A,MFI_CD5,MFI_CD39,MFI_CD27,MFI_CTLA-4(CD152),MFI_CD4,MFI_CCR5,MFI_CD49d,MFI_CD134,MFI_CD25,MFI_CD197,MFI_CD183,MFI_CD44,MFI_CD69,MFI_CCR4,MFI_CD11a,MFI_CD3,MFI_CD45RO,MFI_PD-1,MFI_CD28,MFI_CD278,MFI_TIM-3,MFI_CD7,MFI_CD137,MFI_CD45RA,MFI_CD45,MFI_CD95,MFI_LAG3,MFI_CD161,MFI_HLA-DR,MFI_CD2,MFI_CD8
B,22_28z,0.2,385.6184733963202,209.78157633018398,638.1018150174043,612.3132769766286,347.55308304326206,350.08826454500246,476.2746146195922,502.46941819990053,539.6399801093983,198.23694679264048,648.2400546991546,339.50534559920436,401.78194927896567,696.9845847836897,275.2754848334162,338.2992292391845,683.0555693684734,554.5599204375933,663.862506215813,399.08714569865737,530.2575832918945,611.07894082546,462.81315266036796,474.71929388364,282.82272501243165,375.5546991546494,492.6189706613625,701.8485827946296,657.8395077076082,236.2830681253108,593.3460964694182,576.584659373446,516.2504972650422
B,22_28z,0.5,345.8122573717684,176.7993722639795,635.909308664409,578.0569092260675,385.1089452382919,314.89873626827455,427.7626166680433,386.1145618237383,530.3654910382423,247.6375650450153,556.5984967374246,299.95713223754854,356.0865614933509,653.0703725117701,248.7677376724209,320.4994631205088,656.2647228875857,556.9272321797307,655.959444949203,317.3534318989015,517.4043115552986,561.682828115966,389.27174361939376,451.8286941438837,252.80845791690757,310.2792599322706,488.74089369786077,686.9389609316925,523.1304204179401,213.30271743619394,588.644337986289,529.5765259767077,513.7316428512431
B,22_28z,1,299.78949903660885,134.11681117533718,633.7637584296724,529.7984104046243,417.27303106936415,303.2863078034682,397.27562018304434,354.4700445568401,523.4713391136802,273.83718689788054,445.15522639691716,299.26246387283237,351.6687740847784,620.4264812138729,251.92711343930637,327.8455262524085,637.383369460501,564.7798049132948,642.1957791425818,300.15354046242777,524.3368256262042,519.9154022157996,355.9375903179191,415.3118075626204,244.59733261078998,275.63075024084776,495.27065269749517,663.6191293352601,442.1893063583815,199.85669556840077,570.8384814547206,500.33047326589593,523.8951710019268
B,22_28z,2,271.60047135402056,124.65686549576343,621.0943970596487,508.0568851355143,425.8090455081084,290.87727961393864,386.27623309578587,332.82975141686774,514.9002300656529,285.5865972728803,402.4624319622917,305.81399753100277,351.4756467089389,591.2333062117726,259.19340946074857,335.76426687615736,623.995356601762,572.7920150384379,627.1012990292352,304.5693844340946,523.0447926603446,495.52710285618093,346.844284832501,397.4953986869424,247.6792828685259,277.59616463722574,471.4597104539588,650.3671511138544,419.4403652993659,217.42912855619775,529.9533135065373,468.6017339094327,531.5520593681612
B,22_BBz,0.2,379.82903060352197,204.61839630706103,628.7977432039664,603.9526414771756,351.8813472388442,359.4257137972303,468.2085826637032,510.46589160540265,537.6317319199864,193.536843904941,628.8509146862712,339.9536672935545,403.2665412891092,694.9297315780475,276.7074713626261,321.1425884766627,680.9699093862199,552.5383826295093,659.046503675842,387.5672764575141,525.7924431526757,601.4147717558557,463.4676012993674,467.9020345358181,285.3862198666439,393.4460591554112,502.56197640622327,688.933834843563,655.51359206702,239.71892631219012,584.7310651393401,567.4698239015216,526.3586937938109
B,22_BBz,0.5,356.89425916588635,187.68371389469135,641.9008859756536,595.9402146510121,394.7034502629115,317.85579485701936,412.5467838363466,392.1756824893755,534.0120291003385,241.0432183245696,567.1089822084564,307.1419721962112,367.6858748109198,663.0211769790391,252.10588489519557,324.9489303464669,667.837859252323,558.697111575308,664.9942375567241,327.19534682705466,520.3951595476482,571.2884823165022,398.84426997046745,462.35827991068214,252.04588345458475,305.190592811352,498.38543542462,696.628826622488,537.7471728012678,209.18310163509327,607.0863646185983,539.256068573075,539.957285889217
B,22_BBz,1,296.03783430232556,132.46106104651162,624.7354360465116,533.4548546511628,419.46802325581393,303.07661337209305,380.9951453488372,350.5873110465116,523.8983575581395,288.9154796511628,449.1174273255814,297.14377906976745,354.1344912790698,604.8328052325581,261.43553779069765,332.74640988372096,624.8328052325581,559.133023255814,632.6881686046512,297.4850872093023,520.5713953488372,514.7330087209302,342.40973837209305,416.97991279069765,247.75606104651163,276.08822674418604,478.0848691860465,658.7383430232558,440.6518023255814,202.31697674418604,561.3338226744186,480.5829215116279,541.8033575581395
B,22_BBz,2,272.08358889751554,122.17333074534162,617.1631502329193,510.1706812888199,428.5704386645963,288.1993885869565,378.1488839285714,326.8988839285714,518.9192352484472,288.4450989906832,403.2950310559006,307.3677212732919,353.0513004658385,586.8439926242236,261.21790566770187,333.3545807453416,619.7990197981367,572.0634122670807,626.9509996118012,303.1243885869565,524.1859375,494.7690799689441,339.1805900621118,401.4661587732919,247.45144604037267,274.3854037267081,472.0996215062112,651.8205745341614,414.73502523291927,213.2681968167702,531.6633346273292,468.5356075310559,540.8541246118012
B,33_28z,0.2,395.2446560273345,203.54229342889286,630.8178674111422,595.0535438976624,322.8682861785908,313.9927913663069,500.59333722238426,435.28911621317553,530.7146756114838,245.38841201716738,646.3116588191175,318.72644693528895,365.24503104296014,653.109254552273,275.2410308762865,329.0020625859411,665.6374432268011,555.8365765240218,640.1479644985208,360.8248885370224,491.53329305387723,618.5967748656194,449.4468727863661,496.63779740822537,275.44697695737324,328.15240218342433,448.883099295804,682.6481311721321,592.0513354723114,235.09571232134672,605.4249343722655,529.6438184924372,465.7526771948831
B,33_28z,0.5,355.60656290130146,166.51959489612838,617.0698184865072,550.6488492609222,352.6111257843878,314.495423455587,465.5490669313928,376.4880372316688,531.4190293172069,254.70970591717594,569.8333500305102,303.8766473282999,357.5198681226605,606.4233554039654,258.9310558383956,345.44341933897397,638.7765644495852,566.8306997331488,642.5586116449148,323.0711572965145,506.4516981028971,588.6076831300832,378.78671026147777,488.2890190256742,258.58480496179385,284.2439093252215,449.3119427317189,670.0087887867832,507.60675415987396,227.5662984180184,593.8291969872221,451.56554249127953,470.87793149300086
B,33_28z,1,312.3626737227842,145.67438064050836,615.3066682260296,512.5594702064207,378.247431924059,313.92364481609263,446.243786913046,366.0003264916282,523.0599867454144,270.0444467185155,491.36662573338793,305.60233319688905,350.7765189170224,585.6055786211333,260.1252217219266,365.91295343352243,629.4039529852056,573.9712443716742,638.2590784164669,315.6349726136873,514.4203116776797,560.628730288677,343.0567169561234,470.36607508332844,253.67410287897394,250.10016470771689,456.8672299865505,663.675983860593,460.15191119427715,216.5700007796815,597.3595501237744,428.46862756563945,478.19142642730446
B,33_28z,2,289.8420632825358,145.71311654973684,608.0493408303234,491.80189521814106,407.04539199110246,292.939891140108,434.9426491487246,335.55373623102116,512.9140298943419,284.870744325299,460.20685626337576,308.6789307239913,346.43870311806637,575.6089188718565,262.2714307380341,374.73563560583506,623.804473478742,574.0859139344032,627.0113690619962,325.37863357805276,509.5869165913036,533.9037393204402,358.89235340706745,455.2904952619547,255.28615322394919,267.86520022243815,450.4970706690558,655.5729805029574,442.0932161975431,224.33147219242025,577.3139692293865,439.47962387727705,482.44375853100934
B,33_BBz,0.2,389.79255037115587,210.13984623541887,620.3395744962885,520.2423117709438,305.18130302226933,359.7927823435843,473.56346102863205,506.0123276776246,496.039203340403,244.16715270413573,620.8782144750795,347.2409530752916,375.12377386002123,630.6692073170732,280.8632356839873,286.17341595970305,668.1052160657476,551.8688030222694,657.5834437963945,307.104487009544,502.6123740721103,594.557032078473,457.9060180275716,489.4516503181336,268.7367775715801,312.8369565217391,455.6289766702015,704.257853923648,589.2887393955461,242.998177359491,675.607071845175,466.47488069989396,506.72928817603395
B,33_BBz,0.5,371.0796886262073,181.45881504973332,601.3396424967565,506.2894767190428,326.7162462159435,354.2628946230359,441.43429436355774,467.44973331411273,478.3808418624766,241.78698284561048,568.6834510595359,329.79805391379557,363.99166786795445,585.4976214501946,265.1464033443852,284.71673634135794,644.0089952429004,561.0477439815483,664.9038777569555,285.4179184085339,503.4117053481332,562.5813752342511,425.3462303589448,496.74366440824565,258.31020614098315,270.59824131468935,452.8698284561049,703.0884676373072,547.9644514919994,233.06522992648118,658.3536975637884,407.4489837105377,526.21910047571
B,33_BBz,1,337.2826772230775,167.03885345649147,590.2133274686606,495.0181071768932,308.38584048090314,349.4851550472839,413.75500329887836,437.7248735429954,463.51521149475843,245.2039256652738,538.0792830437651,320.14447254600105,359.4458250861374,565.3763836962099,265.4375962172861,289.73812403782716,632.9962795982699,562.1919580675903,653.4784656550106,281.8097096987024,495.11229015468075,537.1623597976688,396.1657686386629,504.5091268968551,255.95031522615645,245.52745399897367,465.58195880067444,699.761271167803,528.2766476064804,217.7137673191115,660.370519023532,396.37883952789383,553.916410087237
B,33_BBz,2,299.4159781184113,169.23163713032082,587.118696222007,485.4669781753946,321.27332041711776,327.18294489714515,411.0907744030999,402.5098581115733,466.1184967804433,252.6335403726708,531.8801071286114,326.3782266795829,359.914553535814,563.6744543848653,265.7010086044789,321.6527722377343,625.9286284118754,571.5345033905065,642.6268448344636,308.897686477862,506.4391418314434,529.3784831044504,412.4935608866602,509.84529032993333,261.89865519402815,267.0234486295515,454.97438600490057,689.0394894295971,525.9075445894352,226.68585104564363,633.9706535984957,403.086472163656,556.299589720212
B,Mock,0.2,274.0040893822112,117.45231488243026,601.9642179056522,391.16080035051846,428.16693442383524,349.2475536731415,494.4109829122243,491.07579962027165,488.2529574996349,288.0990214692566,365.14707171023804,340.1422520812034,374.58405140937634,611.5194975901854,255.6185190594421,368.9572075361472,610.9583759310647,598.5167226522565,603.0075945669637,314.3500803271506,534.7923178034175,517.1009201109975,355.22345552796844,389.15919380750694,264.3435081057397,323.20432306119466,483.66321016503576,602.9862713597196,480.64071856287427,241.90462976486052,486.5700306703666,460.1028187527384,415.54987585804
B,Mock,0.5,267.43037464750904,116.77078017993823,623.2750100711696,378.08849201020547,452.29072109574327,348.16718141533505,473.37545320263195,500.7950852692359,499.94803276487175,277.7190815093326,391.2422451994092,344.6115214180207,385.2574190949376,636.5540486101786,243.4338659863032,356.3242916610716,639.0624412515107,602.4393715590171,630.3169061366993,307.20008056935677,555.281992748758,515.1333422854841,362.3852558077078,401.99838861286423,250.01544246005102,303.41828924399084,491.22586276352894,638.5539143279173,464.1553645763395,242.3860615012757,454.2438565865449,457.00429703236205,460.6370350476702
B,Mock,1,268.0486551693325,121.59083191850594,600.4036279152891,360.8491645071933,446.4331158967027,355.2633812885354,439.5127781252792,541.6914484853901,492.0490125994102,297.54592976498975,384.32070413725313,333.8084174783308,358.4622464480386,602.6880975784112,253.1854615315879,344.9219462067733,609.7597176302386,585.6137968010008,594.445402555625,297.9152890715754,522.2585113037262,466.3762845143419,346.30904298096686,396.44062192833525,251.84326691091056,273.2143686891252,484.8111875614333,615.733714592083,422.5489679206505,227.17849164507194,502.08725761772854,475.5982485926191,462.63515324814585
B,Mock,2,262.2119654213793,124.40089112304352,599.5954529875471,357.9335465935489,452.3041243002399,356.8248981301649,423.1997410411668,539.451921246049,495.94550439849195,292.0340835523059,402.3530218210899,343.07410792490197,370.7688411592216,600.6215773639514,252.35412620434897,327.86484633839825,617.637762291024,589.4641075440801,600.6363151681328,304.46981987128225,530.0748314863475,476.6544042042728,358.48722342815796,414.2836741688564,247.4153623519555,271.64396968658366,490.5200502684794,624.0683194333371,432.0096347918809,220.08199093644083,493.64065653680643,471.77931375909213,488.0078068471762
B,None,0.2,245.00922266139656,189.57180500658762,234.5006587615283,449.1317523056654,347.33069828722,610.7351778656126,451.0619235836627,769.0632411067194,478.7391304347826,320.26218708827406,121.05270092226614,286.45454545454544,345.7615283267457,208.91699604743084,305.5546772068511,333.4519104084321,215.26482213438734,590.0,164.30698287220025,248.17786561264822,260.1528326745718,358.66139657444006,189.96442687747034,345.02503293807644,264.45718050065875,451.22529644268775,305.7997364953887,221.8893280632411,655.8603425559947,209.63636363636363,666.3886693017128,384.3794466403162,245.6086956521739
B,None,0.5,235.90568475452196,194.1782945736434,232.75968992248062,369.7700258397933,303.90826873385015,560.9431524547804,352.12532299741605,734.0361757105943,485.04005167958655,384.4250645994832,177.44573643410854,278.78811369509043,321.35271317829455,236.92118863049095,293.48062015503876,312.7958656330749,239.9095607235142,545.452196382429,186.99483204134367,238.50129198966408,277.9935400516796,330.7454780361757,222.1847545219638,308.4173126614987,266.93152454780363,360.11498708010333,251.98837209302326,336.1279069767442,545.5930232558139,247.36046511627907,650.7131782945736,302.7842377260982,245.12790697674419
B,None,1,235.04869762174405,195.35711589278972,259.126462816157,295.1468478671197,267.9460173650434,517.2461306153266,284.68591921479805,692.0143450358626,517.922234805587,369.0849377123443,199.38165345413364,267.3544733861835,280.29369573423935,257.75349188372974,276.1468478671197,287.6493016232541,283.1819554548886,519.8040770101925,216.38467346168366,261.1823329558324,273.7750094375236,296.6972442431106,258.8516421291053,274.5285013212533,303.9879199697999,291.9747074367686,231.94148735371837,395.085315213288,475.06530766326915,261.8690071725179,653.722536806342,277.1313703284258,247.99282748206872
B,None,2,230.73636232093764,195.87064100709014,258.9966719722182,292.6955578063956,266.4958761394878,512.03704239618,281.9953697004775,696.1501953407611,525.6648820720591,398.4524670814643,214.8524092027203,268.5544783678194,276.0218492258718,259.56793517580667,274.74533352626247,299.70510779916077,272.0198234698307,512.0930400810303,205.294458110259,259.38894515989006,258.7527130661265,277.8564607148025,262.4465345102011,270.1840544060194,288.66748661554044,290.08377948198523,228.05715525973088,415.1290695991897,481.8386630010129,257.14657791925913,660.5512950368977,297.7464911011431,244.37143683982057
C,19_28z,0.2,369.0084947602413,201.42259447443632,602.7028421721182,507.0529533185138,334.70339790409656,371.2225309622102,420.3081136868847,503.54279136233725,549.2755636710067,247.23761511590982,522.0039695141314,311.488647189584,369.9030644649095,653.641155922515,284.7935058748809,275.425452524611,653.4522070498571,570.2858844077485,585.1314703080343,341.97578596379805,431.97832645284217,554.0005557319784,488.61352810416,467.84185455700225,283.0215147665926,424.5020641473484,419.5260400127024,661.3886154334709,597.1578278818672,254.5618450301683,595.9404572880279,527.264131470308,568.7302318196253
C,19_28z,0.5,390.9049314345992,226.3690664556962,606.279733649789,478.95899261603375,313.72903481012656,353.0018459915612,451.42444620253167,456.23088080168776,543.3225210970464,223.37473628691984,591.8495516877637,298.77676687763716,391.76305379746833,675.8635944092827,257.1455696202532,276.3283887130802,668.2107726793249,552.1153744725739,610.6024525316456,356.92431434599155,430.2497362869198,590.1091772151899,475.7534282700422,473.2376714135021,275.596914556962,404.30847837552744,465.3354430379747,699.629746835443,646.4872758438819,265.271888185654,580.7724815400844,515.15631592827,575.9988132911392
C,19_28z,1,357.60894004282653,184.04220199857244,602.056209850107,454.2371520342612,344.0833333333333,359.3029086366881,438.913454675232,437.7503568879372,542.2269807280514,193.68040685224838,605.9606531049251,301.9038187009279,388.8637580299786,664.6598857958601,257.9034618129907,277.4296038543897,668.2545503211992,553.9006067094932,602.5056209850108,345.6514097073519,394.80049964311206,581.1737152034261,456.4062276945039,492.0551391862955,290.6327623126338,359.0678087080657,486.8595645967166,671.8981977159171,624.707619557459,222.77480371163455,604.8670592433975,517.0831548893648,569.269539614561
C,19_28z,2,295.2798122065728,183.038545804743,560.0903334537137,425.3258215962441,360.8193090164921,338.8488022149994,462.10841459010476,382.9946551101481,526.0363789575057,178.79841097869266,512.0413627061514,283.6907427470808,350.70371975442396,588.3531720235945,266.79540146864093,262.6917298663777,624.2300228722764,549.7739737570723,574.975057180691,331.57878897315516,396.36814734561216,549.7104369808595,378.68320693391115,443.67954736968824,299.955988925003,398.9708438666185,429.0087396171903,605.6157698326713,645.8911520404478,210.92136752136753,606.796051522812,438.9483327314313,541.2674371012399
C,19_BBz,0.2,367.31235294117647,209.0920588235294,564.2026470588236,540.6038235294118,333.90529411764703,433.8579411764706,472.78,576.0861764705883,552.2758823529412,215.21970588235294,498.8517647058824,334.7888235294118,395.44029411764706,622.6211764705882,306.7314705882353,270.80617647058824,630.2102941176471,573.0414705882353,566.26,327.60470588235296,442.5170588235294,549.6294117647059,421.8976470588235,433.8311764705882,314.80029411764707,440.74264705882354,468.10617647058825,614.859705882353,673.5194117647059,218.2735294117647,670.6738235294117,526.8232352941177,529.705
C,19_BBz,0.5,417.31265286156855,249.04043698027067,614.8949942931681,543.6599543453449,306.55356269362466,384.38945051361486,444.57321050057067,489.52038154247515,520.5282895809555,232.6371270177727,621.5068481982717,314.6931354964944,395.72077286809065,704.3326267731942,260.76332952877874,257.68669492907225,697.2932496331323,541.8889613565955,628.3884721995761,302.5321213109408,450.70748410239685,579.9709766835155,442.61364748084134,420.1529430947334,286.718000978314,355.22925158976034,420.4717919452144,722.8094733409424,677.176178053155,199.32814283384965,695.4353497472689,513.7333278982553,615.8830914723626
C,19_BBz,1,379.17244216194655,184.23272337455126,591.1115875548464,537.1897686477862,328.4745961308337,341.13609393697647,376.02266154766653,401.9616074990028,494.3728560031911,264.3379537295572,563.9813522138013,291.057489030714,363.11026625448744,627.6406810929398,265.0584363781412,271.1931092939769,655.5887265656163,528.5564668927004,605.368667730355,287.08002592740326,422.07344435580376,532.8555793777423,427.2157209812525,447.5771090945353,264.91463901076986,303.6155514559234,430.7793677702433,695.0146340247308,569.4600368966893,189.1750099720782,649.7291084962106,456.5269495412844,630.8730305145592
C,19_BBz,2,316.2556552962298,168.65729104328744,598.8213445042888,516.8677039696788,378.1311390384999,333.7859964093357,388.65334131258726,391.5083582685019,482.06658687412727,267.37083582685017,532.9618192698982,309.40243367245165,366.35842808697384,596.834709754638,262.58184719728706,273.0396967883503,646.3844005585478,551.3694394574107,614.8823459006583,298.53919808497903,456.1935767005785,520.0136046279673,459.2430081787353,490.7374027528426,258.72315978456015,299.1929383602633,464.2482345900658,691.4245362058648,540.2981049271893,171.83155794933174,648.8525034909236,442.56425294234987,613.6747257131458
C,22_28z,0.2,388.43277577810716,201.7338556002541,600.3053144188016,532.105653186534,346.81515985602374,385.66927800127036,433.48083845013764,540.7372432775778,550.0431928858776,219.48973110311243,583.2676265085751,321.35168325217023,394.22760957018846,688.6675841626085,282.9055684946009,303.67478297692145,668.5657421130637,560.4247300444632,609.9692991742537,373.02752487825535,481.10226550921027,550.8431081939445,489.65975015879735,459.81685369468556,293.59813677747195,428.8801609146729,497.50815159856023,671.0863857717552,650.1708659750159,237.12259157315265,579.143764556426,574.4727927164937,562.236713952996
C,22_28z,0.5,357.2303125,187.0059375,614.1565625,507.62421875,372.60953125,312.2884375,376.72671875,382.54046875,534.64515625,248.34078125,551.64625,294.95734375,366.7053125,672.8409375,245.94453125,301.72625,661.6225,555.84,614.936875,319.73265625,485.638125,529.45015625,436.75640625,452.86796875,265.35984375,371.1353125,483.04921875,690.009375,536.17984375,224.25953125,545.1425,558.575,582.29328125
C,22_28z,1,311.3602694551707,139.96488063361426,610.6381239606528,503.05961272865636,445.02691733137914,295.3109445023817,333.0963104935314,339.498492065729,535.95634037036,272.2919473491361,450.6501592491333,294.59570450125426,362.1888159192762,628.7049522252601,262.50274810451253,294.7811663237408,628.452915809352,558.7708503621861,613.924772400575,304.3910764113983,506.7824346796697,503.8433721356295,375.01713689788323,433.07204261675923,251.22041207474845,276.5372755714648,490.1496659996054,670.56255813298,434.5650948448378,197.78156092336312,542.5640519744074,521.8816201133064,588.928887510922
C,22_28z,2,278.91265730112025,120.55350655450113,603.0649924716478,471.235160858094,456.5945464340475,283.5357838465045,329.6205710496871,310.6296741397649,519.2442501346816,306.9835343196165,397.08536736977334,306.3786968353294,361.00950368129514,584.7823408340586,260.95516141063365,288.03544541599325,611.282306300333,562.3328498611744,585.2285027557913,297.40735982760765,506.8292652604534,465.8467669526059,354.4074288950589,407.6089953448538,253.46149489591537,298.5865622366803,461.89751771580126,650.7711380934621,381.62717389802884,218.60320749243712,492.40049452295113,474.68262124791073,600.658599588358
C,22_BBz,0.2,372.2504606661942,192.24365698086464,602.7886605244507,521.9692416725726,361.2884479092842,369.0586817859674,429.2420978029766,511.056980864635,551.4578313253012,222.2586817859674,568.8334514528703,322.4789510985117,394.83571934798016,680.0623671155209,271.5965981573352,291.2316087880935,668.3768958185684,562.4053862508858,611.9274273564847,356.38610914245214,492.7091424521616,555.9381998582566,480.290290574061,467.86619418851876,287.039546420978,434.03217576187103,483.4751240255138,674.392629340893,628.3846917080085,250.02990786676116,562.642239546421,557.5299787384834,576.9732104890148
C,22_BBz,0.5,358.8496423799418,185.25897980036154,619.9610940815845,525.9742985145012,406.9118918494066,290.4771673347481,373.62713196573134,345.9162933270455,540.2682543425293,263.19028531006836,536.1362886111766,294.28853257879433,361.8545940422856,666.6549555922345,242.8563231942152,294.81521653698024,658.0176059105556,559.1828185176452,633.7096596714612,319.13518824176685,491.9566926039456,532.6338127800047,429.6577065157589,462.020278236265,257.1894207341036,339.0400062878252,496.71641908354945,692.4627839346066,504.77112316277606,211.59970132830307,566.6190363907883,568.1127878644974,580.1478424899788
C,22_BBz,1,295.08185917004073,128.26464690329914,605.2807658411352,483.5011814593897,445.62158813687046,293.00286104760323,334.5546345139412,329.8664503850919,527.222995670111,306.9936137330285,436.22779814287355,298.56007561340095,365.87344973369267,603.1578685195356,259.3866373749888,292.5516585135325,614.8411224502829,556.0181880883348,604.629762558594,295.24424916659217,508.6686421519165,493.6262373392257,356.34148646750026,420.32231489405183,249.6537621498729,290.1525296003474,470.12107084924577,655.3238092805232,411.4637196173349,205.01777936724866,512.786634820482,493.2791820469263,596.5448635254749
C,22_BBz,2,274.69108234529557,116.69780780304232,593.3703913611873,456.44601875571476,449.73265171952573,282.0952219023222,338.007367776745,308.8389895188653,512.8955967143494,317.55135151473934,389.6206841830836,316.0151360582772,367.4509759470427,565.5844876183568,259.430535089509,286.7621757233645,599.8020901815873,561.9023675122608,582.7911027483697,295.2227033317464,507.7959541459802,463.80833201091184,346.63415776865935,403.0760959095615,253.45226058503926,300.00935518729267,449.5284925150945,643.0958415512382,376.009846372409,220.9782593910816,476.99174053335145,455.121723228522,590.3527162536933
C,33_28z,0.2,397.55191970686633,204.442568105783,606.0260952684404,548.8763422016887,326.79015453241993,340.08676119165204,448.6184801656842,470.2128086665605,551.6950454038554,231.8218575752748,610.545356061813,310.78795602995064,373.45391110403057,668.807105305082,278.9118368647443,305.3024056077744,662.3472678030906,558.0727098932612,610.2189581010036,358.0123944559503,460.01765174446393,579.1595985343317,469.1438903935001,480.1825712920185,284.31043492114065,383.4881949976103,449.19130157718655,678.0393818703202,613.738664967341,237.55969412139558,591.057638999522,549.5507089373905,551.7049545961446
C,33_28z,0.5,358.2419044284964,168.37588249022696,599.1931267868604,524.7329920065348,331.66560184374816,306.645603594142,432.5771486084369,372.671713635568,546.4168125328199,252.46211856000934,576.9461753894626,291.03637901861254,361.2605898827236,631.8991481416653,256.69505222008286,300.0493027597876,639.5472606336426,562.4586323589474,619.2069403115701,318.90540579963823,479.0954985705117,568.8053416185309,399.82637551782483,476.6039296341677,262.22938911255034,318.45858859910146,450.22886399439875,679.1479957990548,530.161517591458,229.94945737791002,560.1995594842173,496.3751239862302,532.1346198728047
C,33_28z,1,313.35247205307644,139.78948165651792,600.4218394983186,504.62938895452754,366.05722681692873,301.8413614468781,422.57994789299886,349.5366339483171,530.9316171347208,265.62472356024114,498.0644975612712,299.93968311672575,358.7183949831864,590.9796267684571,262.20970795843556,307.2128358932412,619.5654972886183,574.8464282468418,612.4005952921931,316.52932533551456,495.45294465145867,558.9584204307916,364.11580932472964,469.53718682783483,265.2031415674513,252.2857554000424,462.70989730073615,670.2048532218486,470.0857644884728,213.39263534187646,559.706951134539,459.59479990305675,524.2290511678633
C,33_28z,2,279.38472344410707,132.12781309419077,593.0521752703124,478.20040724238726,436.4260010784119,287.7746119136135,391.11122541646563,323.72621817975426,517.7693830348782,291.0533742940659,431.00447682833385,317.06736526946105,368.93756562703976,572.8048854896841,262.6262948037574,304.0757868149956,610.8916479836536,574.9835967874677,591.5932542497942,316.8174575020575,497.58339955160767,512.6474302579675,370.20048528535347,438.244082924199,261.1980233845106,277.41618894911596,442.13777421460395,656.1226622584215,416.7117944206374,228.45066265573118,525.5835840168005,443.237711780231,541.6821806623719
C,33_BBz,0.2,386.5113623642673,196.1681032874361,581.464233740065,519.8957050636218,329.51916116273,354.4450539199224,417.62711295197585,475.3435575954327,497.6500242546364,242.1884771819844,571.9575357289451,314.95559535803574,356.55117728273444,607.8815627448786,280.25721108996606,261.49639911937015,670.710474271428,537.0689951117579,621.1391469830963,294.074405761409,435.2740027612971,514.9737676778984,446.337624538229,457.9139520131348,281.954811746707,340.6362923989701,446.73282585171086,680.3677002873242,582.0126124109108,242.2253069144371,663.1694839359677,499.3248255531923,576.7136833463935
C,33_BBz,0.5,363.2906780441389,163.0050646121735,576.939915282851,500.6982105036987,373.4878909727125,346.5172503760091,402.63565486970134,435.39787900181096,484.6004481414408,245.622778476933,518.7501764940606,305.6541483777894,361.4519015316615,569.48959452408,260.32814082691306,242.06432057460327,657.6994382884681,545.563890849934,639.1072163049818,278.1766168390681,451.1740231437429,496.1699561066945,408.83165536081526,471.03512999171244,268.2956045305258,286.45418828079437,455.753644986034,693.9063507167193,509.3763927683477,227.99092974001658,654.3571318947788,452.0061849657755,585.9264403450076
C,33_BBz,1,319.4549885039401,150.91962583764027,582.8483109635074,488.85864759172284,386.9264252166565,341.8603769135536,382.9508911902844,413.6518167704915,479.6309666516006,247.14033053628629,486.33307131487413,305.3937744414094,365.9334407609016,566.5752549767132,262.1761943128893,252.65171851356928,647.0990822803467,560.0197889441312,629.9778332383516,280.79206870124,464.10438815414545,481.2046691689429,389.6338554051133,481.08100300666183,262.0351956295321,244.71580167822822,466.53306345432037,694.3824748953564,483.0372983276672,207.32069094267692,655.9418515534419,443.5834299526402,599.7320533731602
C,33_BBz,2,287.1276948590381,151.47830666487383,577.4128232710323,482.1324458787145,394.6196719107167,318.33263860875803,377.24790462103897,375.87945408094663,479.6622069831025,259.82983729998654,478.15947290574155,317.9785083591054,377.4304827215275,557.3422302899914,262.8321231679441,268.02315001568735,631.304961678096,573.6102371027744,618.6714625072834,297.00600600600603,476.4750795571691,473.15806104612074,411.18448299045315,489.89012146474835,263.4377885348035,266.100779884362,454.7660122809377,690.900654385729,477.8722827304917,218.97324189861504,630.1311684819148,438.84859486352025,603.1713952758729
C,Mock,0.2,272.1138457307851,108.43063385123058,601.1300701223704,345.2946514505706,484.4557954076722,327.58091571566064,451.20789220404237,450.2439158531555,487.79719510518356,308.0171868554929,363.74687199230027,365.21215454420457,367.6047023236629,617.1590815344424,254.9866630001375,307.0136119895504,610.4027223979101,590.8611302076172,540.4157844080847,304.18878042073425,525.2930015124433,472.5659287776708,373.90320362986387,403.4056097896329,262.1513818231816,358.8790045373299,467.6143269627389,600.3315000687475,433.4648700673725,249.57830331362575,430.2287914203217,449.65447545717035,479.6276639626014
C,Mock,0.5,265.6962767867832,111.0381898719023,603.129654016521,331.7981563510116,493.56937627199807,329.2351251047528,418.43696875374116,471.49155991859215,483.5000598587334,313.12330899078177,370.72297378187477,360.83167724170954,367.78307195019755,618.9230216688615,243.95714114689332,294.822818149168,615.874655812283,585.829282892374,545.249610918233,293.87788818388606,525.4913204836586,449.1090626122351,358.6507841494074,404.07614030887106,253.68705854184125,340.5487848677122,467.65988267688255,610.4659403807016,401.7177062133365,245.88674727642763,415.0216688614869,447.612115407638,517.6784388842332
